241.37,1.74136598,0.979492279
242.97,1.74193217,0.991987172
244.57,1.74352765,1.00446794
246.17,1.7461669,1.01682193
247.77,1.74983739,1.02892618
249.37,1.75449713,1.04065612
250.97,1.76007587,1.05189542
252.58,1.76647847,1.06254302
254.18,1.77359112,1.07251978
255.78,1.78128905,1.08177229
257.38,1.7894437,1.09027301
258.98,1.79793006,1.0980193
260.59,1.80663113,1.10502919
262.19,1.81544299,1.11133826
263.79,1.82427537,1.11699386
265.39,1.83305304,1.12205146
266.99,1.84171514,1.1265707
268.6,1.85021329,1.13061218
270.2,1.85851036,1.13423546
271.8,1.86657791,1.13749735
273.4,1.87439445,1.14045128
275,1.88194349,1.14314698
276.61,1.88921111,1.14563049
278.21,1.89618469,1.14794513
279.81,1.9028495,1.15013263
281.41,1.90918312,1.15223689
283.02,1.91515223,1.15434865
284.62,1.92083761,1.15654944
286.22,1.9262727,1.15883049
287.82,1.93145832,1.16119836
289.42,1.93638547,1.16366883
291.03,1.94103918,1.16626571
292.63,1.94540026,1.16902126
294.23,1.94944699,1.17197751
295.83,1.95315601,1.17518771
297.44,1.95650467,1.17871875
299.04,1.95947335,1.18265343
300.64,1.96204934,1.1870933
302.24,1.96423194,1.19216114
303.85,1.96603963,1.1980029
305.45,1.96751974,1.20478857
307.05,1.96876046,1.21270983
308.66,1.96990545,1.22197409
310.26,1.97116952,1.23279101
311.86,1.97285318,1.24535133
313.46,1.97535115,1.25979402
315.07,1.97914881,1.27616495
316.67,1.98479894,1.29437038
318.27,1.99287305,1.3141349
319.87,2.00388863,1.33498152
321.48,2.01822276,1.35624657
323.08,2.03603351,1.37713874
324.68,2.05721478,1.39683511
326.28,2.08140078,1.41459043
327.89,2.10802389,1.42983222
329.49,2.13640487,1.4422141
331.09,2.1658521,1.45162152
332.7,2.19573856,1.45813544
334.3,2.22555217,1.46197568
335.9,2.25491203,1.46343988
337.5,2.28356325,1.46285181
339.11,2.31135279,1.46052471
340.71,2.33820641,1.45673972
342.31,2.36409866,1.4517372
343.91,2.38903018,1.44571723
345.52,2.41299816,1.43885026
347.12,2.43593393,1.43138732
348.72,2.45815316,1.42368824
350.32,2.47992904,1.41563571
351.93,2.50133114,1.40714113
353.53,2.52238354,1.39814699
355.13,2.54308805,1.38861283
356.73,2.5634312,1.37851103
358.34,2.58339086,1.36782351
359.94,2.60293884,1.35654041
361.54,2.62204198,1.34465983
363.14,2.64066504,1.33218649
364.75,2.6587707,1.31913203
366.35,2.67632192,1.30551382
367.95,2.69328141,1.29135555
369.55,2.70961469,1.27668513
371.16,2.72528791,1.26153653
372.76,2.74027133,1.2459469
374.36,2.75453784,1.22995778
375.96,2.76806441,1.2136136
377.57,2.78083215,1.19696131
379.17,2.79282679,1.18004948
380.77,2.80403818,1.16292841
382.37,2.81446085,1.14564908
383.98,2.82409435,1.12826173
385.58,2.83294218,1.11081683
387.18,2.84101223,1.09336362
388.78,2.84831641,1.07594982
390.39,2.85487032,1.0586213
391.99,2.86069289,1.0414217
393.59,2.86580606,1.02439221
395.19,2.87023439,1.0075713
396.79,2.87400464,0.990994623
398.4,2.87714546,0.974694919
400,2.87968693,0.95870221
401.6,2.88166036,0.943043091
403.2,2.88309788,0.927741293
404.8,2.88403207,0.912818455
406.41,2.88449587,0.898293057
408.01,2.88452225,0.884180626
409.61,2.88414406,0.87049539
411.21,2.88339381,0.857247906
412.81,2.88230366,0.844448149
414.41,2.88090524,0.832103604
416.02,2.87922962,0.820220072
417.62,2.87730719,0.808801495
419.22,2.87516787,0.797851166
420.82,2.8728409,0.787370792
422.42,2.87035493,0.777360691
424.02,2.86773823,0.76782083
425.63,2.86501861,0.758749965
427.23,2.86222353,0.75014604
428.83,2.85938013,0.742005991
430.43,2.85651561,0.734326526
432.03,2.85365711,0.727103339
433.63,2.85083186,0.72033135
435.23,2.84806737,0.714004639
436.84,2.84539142,0.708116179
438.44,2.84283248,0.702658252
440.04,2.84041949,0.697621703
441.64,2.8381821,0.692995933
443.24,2.8361507,0.688768648
444.84,2.83435638,0.684925453
446.44,2.8328311,0.681449873
448.04,2.83160748,0.67832269
449.64,2.83071854,0.67552129
451.25,2.83019774,0.673019793
452.85,2.83007843,0.670788204
454.45,2.83039351,0.668792046
456.05,2.8311748,0.666991922
457.65,2.83245237,0.665343061
459.25,2.8342535,0.663795207
460.85,2.83660194,0.662292078
462.45,2.83951628,0.66077174
464.05,2.84300919,0.659166433
465.65,2.84708534,0.657403449
467.25,2.85174074,0.655405553
468.85,2.85696041,0.653092619
470.45,2.86271821,0.650382732
472.05,2.86897457,0.647194758
473.65,2.87567727,0.643450031
475.25,2.88275998,0.639075648
476.85,2.89014329,0.63400707
478.45,2.89773656,0.628190409
480.05,2.90543824,0.621586203
481.65,2.91314024,0.614170251
483.25,2.92072924,0.605936898
484.85,2.92809186,0.596898425
486.45,2.93511772,0.587085652
488.05,2.94170254,0.57654807
489.65,2.94775285,0.565350289
491.25,2.953188,0.553570701
492.85,2.9579425,0.541298112
494.45,2.96196741,0.528628329
496.05,2.96523067,0.515661041
497.65,2.96771714,0.50249486
499.25,2.96942689,0.489227067
500.85,2.9703742,0.475947853
502.45,2.97058514,0.462741558
504.05,2.97009561,0.449682428
505.65,2.96894893,0.436835413
507.25,2.96719375,0.424255441
508.84,2.96488206,0.411987896
510.44,2.96206719,0.400067577
512.04,2.95880284,0.388521988
513.64,2.95514131,0.377369611
515.24,2.95113294,0.366622315
516.84,2.94682532,0.356285943
518.44,2.94226303,0.346361547
520.04,2.93748681,0.33684508
521.63,2.93253438,0.327730297
523.23,2.92743952,0.319007415
524.83,2.92223284,0.310665175
526.43,2.91694118,0.302690082
528.03,2.91158893,0.295068631
529.63,2.90619712,0.287785949
531.23,2.90078451,0.280827308
532.82,2.89536692,0.274177288
534.42,2.88995874,0.267821439
536.02,2.88457191,0.261744993
537.62,2.87921686,0.255933795
539.22,2.87390266,0.250374352
540.81,2.8686368,0.245053376
542.41,2.86342577,0.239958346
544.01,2.85827516,0.23507735
545.61,2.85318991,0.230399226
547.2,2.84817409,0.225913128
548.8,2.84323151,0.221608948
550.4,2.83836611,0.217477257
552,2.83358215,0.213508861
553.59,2.82888824,0.209693116
555.19,2.82428522,0.206006756
556.79,2.81976301,0.202439969
558.39,2.81531749,0.198986773
559.98,2.81094584,0.195641484
561.58,2.80664586,0.192398853
563.18,2.8024155,0.189253867
564.77,2.79825257,0.186201654
566.37,2.79415551,0.183238033
567.97,2.79012255,0.180358917
569.56,2.78615174,0.17756033
571.16,2.78224166,0.174838895
572.76,2.77839068,0.1721913
574.35,2.7745971,0.169614378
575.95,2.77085937,0.167105255
577.55,2.76717598,0.16466125
579.14,2.76354558,0.162279936
580.74,2.75996671,0.159958975
582.33,2.75643776,0.157696048
583.93,2.75295769,0.155489329
585.53,2.74952483,0.153336716
587.12,2.74613808,0.151236569
588.72,2.74279615,0.14918723
590.31,2.73949756,0.147187026
591.91,2.73624134,0.145234695
593.51,2.73302591,0.143328705
595.1,2.72985015,0.141467912
596.7,2.72671271,0.139651135
598.29,2.72361201,0.137877221
599.89,2.72054641,0.136145151
601.48,2.71751408,0.134454037
603.08,2.71451252,0.132802968
604.67,2.71153851,0.131191232
606.27,2.70858694,0.12961815
607.86,2.70564914,0.128083362
609.46,2.70270613,0.126586945
611.05,2.69969931,0.12513121
612.65,2.69618661,0.124114742
614.24,2.69430768,0.123374655
615.84,2.69187292,0.122007286
617.43,2.68937624,0.120677755
619.03,2.68687379,0.119382971
620.62,2.68438304,0.118121586
622.22,2.68191154,0.116892659
623.81,2.67946357,0.115695633
625.4,2.67704136,0.114529863
627,2.6746465,0.113394838
628.59,2.67228018,0.112290119
630.19,2.66994331,0.111215258
631.78,2.66763665,0.110169795
633.37,2.66536111,0.109153314
634.97,2.66311801,0.108165428
636.56,2.66091025,0.107204622
638.16,2.65873702,0.106265455
639.75,2.65659542,0.105347296
641.34,2.65448422,0.104450104
642.94,2.65240273,0.103573838
644.53,2.65035061,0.102718491
646.12,2.64832733,0.101883907
647.72,2.64633288,0.101070068
649.31,2.64436694,0.100276793
650.9,2.64242963,0.099504031
652.5,2.64052082,0.098751596
654.09,2.63864056,0.098019334
655.68,2.63678902,0.097307097
657.27,2.63496633,0.096614694
658.87,2.63317261,0.095941899
660.46,2.63140816,0.095288504
662.05,2.62967316,0.094654243
663.64,2.62796798,0.094038865
665.24,2.6262929,0.093442058
666.83,2.62464832,0.092863523
668.42,2.62303465,0.092302911
670.01,2.62145227,0.091759832
671.6,2.6199017,0.091233897
673.2,2.61838339,0.09072465
674.79,2.61689791,0.09023163
676.38,2.61544583,0.089754324
677.97,2.61402768,0.08929216
679.56,2.61264411,0.088844538
681.16,2.61129583,0.088410835
682.75,2.60998345,0.087990321
684.34,2.60870767,0.087582238
685.93,2.60746929,0.087185779
687.52,2.60626906,0.086800058
689.11,2.60510776,0.086424116
690.7,2.60398618,0.086056909
692.29,2.60290514,0.085697319
693.89,2.60186555,0.085344153
695.48,2.60086826,0.084996106
697.07,2.59991414,0.084651771
698.66,2.59900407,0.08430962
700.25,2.59813895,0.083968023
701.84,2.59731965,0.083625201
703.43,2.59654707,0.083279255
705.02,2.59582206,0.08292813
706.61,2.59514542,0.082569596
708.2,2.59451796,0.082201278
709.79,2.59394041,0.081820606
711.38,2.59341341,0.081424809
712.97,2.59293754,0.081010932
714.56,2.59251328,0.080575796
716.15,2.59214092,0.080115982
717.74,2.59182067,0.079627866
719.33,2.59155249,0.07910755
720.92,2.59133615,0.078550919
722.51,2.59117114,0.077953594
724.1,2.59105668,0.077310941
725.69,2.5909916,0.076618061
727.28,2.59097436,0.075869857
728.87,2.59100297,0.075060995
730.46,2.59107495,0.074185918
732.04,2.59118724,0.073238965
733.63,2.59133621,0.072214342
735.22,2.59151759,0.071106174
736.81,2.59172649,0.069908682
738.4,2.59195742,0.068616188
739.99,2.59220466,0.067223211
741.58,2.59246338,0.065724757
743.17,2.59273168,0.064107487
744.75,2.59298972,0.062357648
746.34,2.59321965,0.060472672
747.93,2.59340498,0.058451324
749.52,2.59352898,0.05629377
751.11,2.59357446,0.054001835
752.69,2.59352372,0.051579563
754.28,2.59335878,0.049032903
755.87,2.59306165,0.046370774
757.46,2.59261463,0.043604408
759.04,2.59200086,0.040748128
760.63,2.59120471,0.037819065
762.22,2.59021243,0.034837195
763.81,2.58901259,0.031825073
765.39,2.58759683,0.028807811
766.98,2.58596027,0.025812371
768.57,2.58410193,0.022866999
770.16,2.58202532,0.020000921
771.74,2.57973822,0.01724295
773.33,2.5772531,0.014621236
774.92,2.57458708,0.012162413
776.5,2.57176112,0.009890377
778.09,2.5688002,0.007826149
779.68,2.56573245,0.00598702
781.26,2.56258869,0.004386238
782.85,2.55940175,0.003032751
784.43,2.55620644,0.001931303
786.02,2.5530392,0.001082412
787.61,2.54993894,0.000482708
789.19,2.54694996,0.000125321
790.78,2.54413531,3.66E-07
792.36,2.54159948,0
793.95,2.53925227,0
795.54,2.53703779,0
797.12,2.53492966,0
798.71,2.53291112,0
800.29,2.53096996,0
801.88,2.52909711,0
803.46,2.52728533,0
805.05,2.5255287,0
806.63,2.52382247,0
808.22,2.52216243,0
809.8,2.52054512,0
811.39,2.5189675,0
812.97,2.51742694,0
814.56,2.51592102,0
816.14,2.51444779,0
817.73,2.51300529,0
819.31,2.5115919,0
820.89,2.51020611,0
822.48,2.50884657,0
824.06,2.50751202,0
825.65,2.50620132,0
827.23,2.50491336,0
828.81,2.50364732,0
830.4,2.50240223,0
831.98,2.50117719,0
833.56,2.49997159,0
835.15,2.49878456,0
836.73,2.49761558,0
838.31,2.49646389,0
839.9,2.49532896,0
841.48,2.49421032,0
843.06,2.49310731,0
844.65,2.49201951,0
846.23,2.49094646,0
847.81,2.48988772,0
849.39,2.48884289,0
850.98,2.48781156,0
852.56,2.48679338,0
854.14,2.48578797,0
855.72,2.48479501,0
857.3,2.48381418,0
858.89,2.48284516,0
860.47,2.48188767,0
862.05,2.48094143,0
863.63,2.4800061,0
865.21,2.47908156,0
866.79,2.47816748,0
868.38,2.47726365,0
869.96,2.47636983,0
871.54,2.47548575,0
873.12,2.4746113,0
874.7,2.47374624,0
876.28,2.47289036,0
877.86,2.47204349,0
879.44,2.47120537,0
881.02,2.47037596,0
882.6,2.46955502,0
884.18,2.46874239,0
885.76,2.46793791,0
887.34,2.46714144,0
888.92,2.46635277,0
890.5,2.46557186,0
892.08,2.46479852,0
893.66,2.46403262,0
895.24,2.46327402,0
896.82,2.46252266,0
898.4,2.4617783,0
899.98,2.46104088,0
901.56,2.46031028,0
903.14,2.45958639,0
904.72,2.45886915,0
906.3,2.45815835,0
907.88,2.45745395,0
909.46,2.45675587,0
911.04,2.45606394,0
912.61,2.45537815,0
914.19,2.45469836,0
915.77,2.45402447,0
917.35,2.45335637,0
918.93,2.45269404,0
920.5,2.45203735,0
922.08,2.45138624,0
923.66,2.45074065,0
925.24,2.45010042,0
926.82,2.44946553,0
928.39,2.44883593,0
929.97,2.44821147,0
931.55,2.44759216,0
933.13,2.44697789,0
934.7,2.44636859,0
936.28,2.44576419,0
937.86,2.44516463,0
939.43,2.44456984,0
941.01,2.4439798,0
942.59,2.44339438,0
944.16,2.44281357,0
945.74,2.44223729,0
947.31,2.44166549,0
948.89,2.4410981,0
950.47,2.44053506,0
952.04,2.43997637,0
953.62,2.43942189,0
955.19,2.43887164,0
956.77,2.43832554,0
958.34,2.43778353,0
959.92,2.43724556,0
961.5,2.43671163,0
963.07,2.43618161,0
964.65,2.43565553,0
966.22,2.43513331,0
967.79,2.43461489,0
969.37,2.43410027,0
970.94,2.43358935,0
972.52,2.43308213,0
974.09,2.43257856,0
975.84,2.43202219,0
982.03,2.43009169,0
988.22,2.42821358,0
994.41,2.42638563,0
1000.6,2.42460583,0
1006.8,2.42287225,0
1013,2.42118306,0
1019.1,2.4195366,0
1025.3,2.4179312,0
1031.5,2.41636536,0
1037.7,2.41483764,0
1043.9,2.41334668,0
1050,2.41189115,0
1056.2,2.41046983,0
1062.4,2.40908156,0
1068.6,2.40772521,0
1074.7,2.40639971,0
1080.9,2.40510403,0
1087.1,2.40383725,0
1093.2,2.4025984,0
1099.4,2.40138661,0
1105.6,2.40020104,0
1111.7,2.39904087,0
1117.9,2.39790534,0
1124,2.39679368,0
1130.2,2.39570519,0
1136.3,2.39463921,0
1142.5,2.39359504,0
1148.6,2.39257209,0
1154.7,2.39156974,0
1160.9,2.39058738,0
1167,2.38962449,0
1173.1,2.38868052,0
1179.3,2.38775494,0
1185.4,2.38684725,0
1191.5,2.38595696,0
1197.6,2.38508363,0
1203.8,2.38422681,0
1209.9,2.38338604,0
1216,2.38256092,0
1222.1,2.38175105,0
1228.2,2.38095603,0
1234.3,2.3801755,0
1240.4,2.37940907,0
1246.5,2.37865641,0
1252.6,2.37791718,0
1258.7,2.37719104,0
1264.8,2.37647767,0
1270.8,2.37577678,0
1276.9,2.37508804,0
1283,2.3744112,0
1289,2.37374594,0
1295.1,2.37309202,0
1301.2,2.37244916,0
1307.2,2.37181712,0
1313.3,2.37119562,0
1319.3,2.37058446,0
1325.4,2.36998338,0
1331.4,2.36939216,0
1337.4,2.36881058,0
1343.5,2.36823843,0
1349.5,2.36767549,0
1355.5,2.36712159,0
1361.5,2.36657649,0
1367.5,2.36604004,0
1373.5,2.36551203,0
1379.5,2.3649923,0
1385.5,2.36448065,0
1391.5,2.36397692,0
1397.5,2.36348096,0
1403.5,2.36299259,0
1409.5,2.36251166,0
1415.4,2.36203802,0
1421.4,2.36157151,0
1427.4,2.36111201,0
1433.3,2.36065935,0
1439.3,2.3602134,0
1445.2,2.35977404,0
1451.2,2.35934114,0
1457.1,2.35891456,0
1463,2.35849417,0
1468.9,2.35807987,0
1474.9,2.35767153,0
1480.8,2.35726904,0
1486.7,2.35687228,0
1492.6,2.35648115,0
1498.5,2.35609553,0
1504.4,2.35571534,0
1510.2,2.35534046,0
1516.1,2.35497079,0
1522,2.35460624,0
1527.8,2.35424672,0
1533.7,2.35389212,0
1539.5,2.35354237,0
1545.4,2.35319737,0
1551.2,2.35285704,0
1557.1,2.35252129,0
1562.9,2.35219005,0
1568.7,2.35186322,0
1574.5,2.35154074,0
1580.3,2.35122252,0
1586.1,2.3509085,0
1591.9,2.3505986,0
1597.7,2.35029274,0
1603.5,2.34999086,0
1609.2,2.34969289,0
1615,2.34939875,0
1620.8,2.3491084,0
1626.5,2.34882175,0
1632.2,2.34853876,0
1638,2.34825935,0
1643.7,2.34798347,0
1649.4,2.34771106,0
1655.1,2.34744206,0
1660.9,2.34717641,0
1666.6,2.34691407,0
1672.2,2.34665497,0
1677.9,2.34639906,0
1683.6,2.3461463,0
1689.3,2.34589662,0
1694.9,2.34564999,0
